Frame,Centroid_X,Centroid_Y,Movement (pixels)
303,213,161,0.0
304,213,161,0.0
305,213,161,0.0
306,213,161,0.0
307,213,161,0.0
308,212,161,1.0
309,213,161,1.0
310,213,161,0.0
311,213,161,0.0
312,213,161,0.0
313,212,161,1.0
314,213,161,1.0
315,213,161,0.0
316,213,161,0.0
317,213,161,0.0
318,213,161,0.0
319,213,161,0.0
320,213,161,0.0
321,213,161,0.0
322,213,161,0.0
323,213,161,0.0
324,213,161,0.0
325,213,161,0.0
326,213,161,0.0
327,213,161,0.0
328,213,161,0.0
329,213,161,0.0
330,213,161,0.0
331,213,161,0.0
332,213,161,0.0
333,213,161,0.0
334,213,161,0.0
335,213,161,0.0
336,213,161,0.0
337,213,161,0.0
338,213,161,0.0
339,213,161,0.0
340,213,161,0.0
341,213,161,0.0
342,213,161,0.0
343,213,161,0.0
344,213,161,0.0
345,213,161,0.0
346,212,161,1.0
347,213,161,1.0
348,212,161,1.0
349,213,161,1.0
350,213,161,0.0
351,213,161,0.0
352,213,161,0.0
353,213,161,0.0
354,213,161,0.0
355,213,161,0.0
356,213,161,0.0
357,213,161,0.0
358,213,161,0.0
359,213,161,0.0
360,213,161,0.0
361,213,161,0.0
362,213,161,0.0
363,213,161,0.0
364,213,161,0.0
365,213,161,0.0
366,213,161,0.0
367,213,161,0.0
368,213,161,0.0
369,213,161,0.0
370,213,161,0.0
371,213,161,0.0
372,213,161,0.0
373,213,161,0.0
374,213,161,0.0
375,213,161,0.0
376,213,161,0.0
377,213,161,0.0
378,213,161,0.0
379,213,161,0.0
380,213,161,0.0
381,213,161,0.0
382,212,161,1.0
383,213,161,1.0
384,213,161,0.0
385,213,161,0.0
386,213,161,0.0
387,213,161,0.0
388,213,161,0.0
389,213,161,0.0
390,213,161,0.0
391,213,161,0.0
392,213,161,0.0
393,213,161,0.0
394,212,161,1.0
395,213,161,1.0
396,213,161,0.0
397,213,161,0.0
398,213,161,0.0
399,213,161,0.0
400,213,161,0.0
401,213,161,0.0
402,213,161,0.0
403,213,161,0.0
404,213,161,0.0
405,213,161,0.0
406,213,161,0.0
407,213,161,0.0
408,213,161,0.0
409,213,161,0.0
410,213,161,0.0
411,213,161,0.0
412,213,161,0.0
413,213,161,0.0
414,213,161,0.0
415,213,161,0.0
416,213,161,0.0
417,213,161,0.0
418,213,161,0.0
419,213,161,0.0
420,213,161,0.0
421,213,161,0.0
422,213,161,0.0
423,213,161,0.0
424,213,161,0.0
425,213,161,0.0
426,213,161,0.0
427,213,161,0.0
428,213,161,0.0
429,213,161,0.0
430,213,161,0.0
431,213,161,0.0
432,213,161,0.0
433,213,161,0.0
434,213,161,0.0
435,213,161,0.0
436,213,161,0.0
437,213,161,0.0
438,213,161,0.0
439,213,161,0.0
440,213,161,0.0
441,213,161,0.0
442,213,161,0.0
443,213,161,0.0
444,213,161,0.0
445,213,161,0.0
446,213,161,0.0
447,213,161,0.0
448,213,161,0.0
449,213,161,0.0
450,213,161,0.0
451,213,161,0.0
452,213,161,0.0
453,213,161,0.0
454,213,161,0.0
455,213,161,0.0
456,213,161,0.0
457,213,161,0.0
458,213,161,0.0
459,213,161,0.0
460,213,161,0.0
461,213,161,0.0
462,213,161,0.0
463,213,161,0.0
464,213,161,0.0
465,213,161,0.0
466,213,161,0.0
467,213,161,0.0
468,213,161,0.0
469,213,161,0.0
470,213,161,0.0
471,213,161,0.0
472,213,161,0.0
473,212,161,1.0
474,213,161,1.0
475,213,161,0.0
476,213,161,0.0
477,213,161,0.0
478,213,161,0.0
479,213,161,0.0
480,213,161,0.0
481,213,161,0.0
482,213,161,0.0
483,213,161,0.0
484,213,161,0.0
485,213,161,0.0
486,213,161,0.0
487,213,161,0.0
488,213,161,0.0
489,212,161,1.0
490,213,161,1.0
491,213,161,0.0
492,213,161,0.0
493,213,161,0.0
494,213,161,0.0
495,213,161,0.0
496,213,161,0.0
497,212,161,1.0
498,213,161,1.0
499,213,161,0.0
500,212,161,1.0
501,213,161,1.0
502,213,161,0.0
503,213,161,0.0
504,213,161,0.0
505,213,161,0.0
506,213,161,0.0
507,213,161,0.0
508,213,161,0.0
509,213,161,0.0
510,213,161,0.0
511,213,161,0.0
512,213,161,0.0
513,213,161,0.0
514,213,161,0.0
515,213,161,0.0
516,213,161,0.0
517,213,161,0.0
518,213,161,0.0
519,213,161,0.0
520,213,161,0.0
521,213,161,0.0
522,213,161,0.0
523,213,161,0.0
524,213,161,0.0
525,213,161,0.0
526,213,161,0.0
527,212,161,1.0
528,213,161,1.0
529,213,161,0.0
530,213,161,0.0
531,213,161,0.0
532,213,161,0.0
533,213,161,0.0
534,213,161,0.0
535,213,161,0.0
536,213,161,0.0
537,213,161,0.0
538,213,161,0.0
539,213,161,0.0
540,213,161,0.0
541,213,161,0.0
542,213,161,0.0
543,212,161,1.0
544,213,161,1.0
545,213,161,0.0
546,213,161,0.0
547,213,161,0.0
548,213,161,0.0
549,213,161,0.0
550,213,161,0.0
551,213,161,0.0
552,213,161,0.0
553,213,161,0.0
554,213,161,0.0
555,213,161,0.0
556,213,161,0.0
557,213,161,0.0
558,213,161,0.0
559,213,161,0.0
560,213,161,0.0
561,213,161,0.0
562,213,161,0.0
563,213,161,0.0
564,213,161,0.0
565,213,161,0.0
566,212,161,1.0
567,213,161,1.0
568,213,161,0.0
569,213,161,0.0
570,213,161,0.0
571,213,161,0.0
572,213,161,0.0
573,213,161,0.0
574,213,161,0.0
575,213,161,0.0
576,213,161,0.0
577,213,161,0.0
578,213,161,0.0
579,213,161,0.0
580,213,161,0.0
581,213,161,0.0
582,213,161,0.0
583,213,161,0.0
584,213,161,0.0
585,213,161,0.0
586,213,161,0.0
587,213,161,0.0
588,213,161,0.0
589,213,161,0.0
590,213,161,0.0
591,213,161,0.0
592,213,161,0.0
593,213,161,0.0
594,213,161,0.0
595,213,161,0.0
596,213,161,0.0
597,213,161,0.0
598,212,161,1.0
599,213,161,1.0
600,213,161,0.0
601,213,161,0.0
602,213,161,0.0
603,213,161,0.0
604,213,161,0.0
605,213,161,0.0
606,213,161,0.0
607,213,161,0.0
608,213,161,0.0
609,213,161,0.0
610,213,161,0.0
611,213,161,0.0
612,213,161,0.0
613,213,161,0.0
614,212,161,1.0
615,None,None,0
616,284,257,120.0
617,284,258,1.0
618,286,260,2.8284271247461903
619,286,261,1.0
620,285,258,3.1622776601683795
621,None,None,0
622,144,71,234.2007685726074
623,158,72,14.035668847618199
624,172,72,14.0
625,188,74,16.1245154965971
626,203,74,15.0
627,217,76,14.142135623730951
628,233,77,16.0312195418814
629,263,81,30.265491900843113
630,277,83,14.142135623730951
631,291,85,14.142135623730951
632,301,87,10.198039027185569
633,302,87,1.0
634,303,86,1.4142135623730951
635,None,None,0
636,131,59,174.10628937519746
637,155,62,24.186773244895647
638,166,63,11.045361017187261
639,180,65,14.142135623730951
640,195,66,15.033296378372908
641,207,68,12.165525060596439
642,221,70,14.142135623730951
643,234,73,13.341664064126334
644,262,77,28.284271247461902
645,275,79,13.152946437965905
646,287,81,12.165525060596439
647,299,83,12.165525060596439
648,302,83,3.0
649,303,83,1.0
650,304,83,1.0
651,None,None,0
652,147,58,158.97798589741913
653,158,58,11.0
654,171,60,13.152946437965905
655,184,62,13.152946437965905
656,199,64,15.132745950421556
657,211,67,12.36931687685298
658,225,69,14.142135623730951
659,239,71,14.142135623730951
660,266,75,27.294688127912362
661,279,77,13.152946437965905
662,291,79,12.165525060596439
663,301,81,10.198039027185569
664,303,81,2.0
665,303,82,1.0
666,305,83,2.23606797749979
667,None,None,0
668,150,56,157.33403954643762
669,161,57,11.045361017187261
670,175,59,14.142135623730951
671,188,61,13.152946437965905
672,203,64,15.297058540778355
673,215,66,12.165525060596439
674,229,68,14.142135623730951
675,256,73,27.459060435491963
676,269,75,13.152946437965905
677,282,77,13.152946437965905
678,294,79,12.165525060596439
679,302,80,8.06225774829855
680,303,80,1.0
681,304,81,1.4142135623730951
682,None,None,0
683,143,59,162.49615380063616
684,153,60,10.04987562112089
685,164,62,11.180339887498949
686,179,64,15.132745950421556
687,193,66,14.142135623730951
688,206,68,13.152946437965905
689,219,70,13.152946437965905
690,246,75,27.459060435491963
691,260,77,14.142135623730951
692,272,80,12.36931687685298
693,285,81,13.038404810405298
694,297,84,12.36931687685298
695,302,84,5.0
696,303,85,1.4142135623730951
697,None,None,0
698,132,61,172.6759971738979
699,144,64,12.36931687685298
700,156,66,12.165525060596439
701,167,68,11.180339887498949
702,182,69,15.033296378372908
703,197,72,15.297058540778355
704,222,76,25.317977802344327
705,236,78,14.142135623730951
706,249,80,13.152946437965905
707,263,82,14.142135623730951
708,276,85,13.341664064126334
709,288,87,12.165525060596439
710,299,89,11.180339887498949
711,302,89,3.0
712,298,86,5.0
713,None,None,0
714,141,68,158.02847844613325
715,148,69,7.0710678118654755
716,158,71,10.198039027185569
717,186,76,28.442925306655784
718,200,78,14.142135623730951
719,212,79,12.041594578792296
720,225,81,13.152946437965905
721,239,83,14.142135623730951
722,266,88,27.459060435491963
723,279,90,13.152946437965905
724,291,92,12.165525060596439
725,300,94,9.219544457292887
726,301,94,1.0
727,302,94,1.0
728,None,None,0
729,143,74,160.25292509030842
730,151,74,8.0
731,162,76,11.180339887498949
732,176,79,14.317821063276353
733,189,81,13.152946437965905
734,202,83,13.152946437965905
735,229,87,27.294688127912362
736,242,89,13.152946437965905
737,256,91,14.142135623730951
738,270,94,14.317821063276353
739,282,96,12.165525060596439
740,294,98,12.165525060596439
741,300,99,6.082762530298219
742,302,100,2.23606797749979
743,None,None,0
744,None,None,0
745,141,78,162.49615380063616
746,154,81,13.341664064126334
747,166,82,12.041594578792296
748,179,84,13.152946437965905
749,193,87,14.317821063276353
750,219,90,26.1725046566048
751,232,92,13.152946437965905
752,246,95,14.317821063276353
753,259,97,13.152946437965905
754,273,99,14.142135623730951
755,285,102,12.36931687685298
756,296,104,11.180339887498949
757,300,105,4.123105625617661
758,301,104,1.4142135623730951
759,None,None,0
760,135,82,167.45148551147582
761,146,85,11.40175425099138
762,157,86,11.045361017187261
763,170,88,13.152946437965905
764,182,90,12.165525060596439
765,209,94,27.294688127912362
766,222,96,13.152946437965905
767,236,98,14.142135623730951
768,249,101,13.341664064126334
769,263,103,14.142135623730951
770,276,105,13.152946437965905
771,288,108,12.36931687685298
772,299,110,11.180339887498949
773,300,110,1.0
774,303,113,4.242640687119285
775,None,None,0
776,141,89,163.76812876747417
777,146,89,5.0
778,157,91,11.180339887498949
779,181,95,24.331050121192877
780,194,97,13.152946437965905
781,207,99,13.152946437965905
782,220,101,13.152946437965905
783,233,104,13.341664064126334
784,245,106,12.165525060596439
785,270,110,25.317977802344327
786,282,112,12.165525060596439
787,293,114,11.180339887498949
788,298,115,5.0990195135927845
789,299,115,1.0
790,300,116,1.4142135623730951
791,None,None,0
792,139,94,162.49615380063616
793,150,96,11.180339887498949
794,162,98,12.165525060596439
795,174,100,12.165525060596439
796,186,102,12.165525060596439
797,198,103,12.041594578792296
798,211,105,13.152946437965905
799,237,110,26.476404589747453
800,250,112,13.152946437965905
801,262,115,12.36931687685298
802,274,116,12.041594578792296
803,286,119,12.36931687685298
804,298,121,12.165525060596439
805,299,121,1.0
806,298,120,1.4142135623730951
807,None,None,0
808,143,101,156.16017418023074
809,153,102,10.04987562112089
810,165,104,12.165525060596439
811,177,106,12.165525060596439
812,190,108,13.152946437965905
813,203,110,13.152946437965905
814,228,114,25.317977802344327
815,241,116,13.152946437965905
816,254,119,13.341664064126334
817,266,121,12.165525060596439
818,278,123,12.165525060596439
819,289,125,11.180339887498949
820,298,127,9.219544457292887
821,299,127,1.0
822,None,None,0
823,None,None,0
824,139,106,161.37224048763778
825,146,106,7.0
826,157,109,11.40175425099138
827,169,111,12.165525060596439
828,194,114,25.179356624028344
829,207,117,13.341664064126334
830,219,119,12.165525060596439
831,232,121,13.152946437965905
832,245,123,13.152946437965905
833,258,126,13.341664064126334
834,270,128,12.165525060596439
835,282,130,12.165525060596439
836,296,132,14.142135623730951
837,298,133,2.23606797749979
838,298,133,0.0
839,None,None,0
840,128,111,171.41761869772895
841,138,112,10.04987562112089
842,150,114,12.165525060596439
843,162,115,12.041594578792296
844,186,119,24.331050121192877
845,198,121,12.165525060596439
846,211,123,13.152946437965905
847,224,125,13.152946437965905
848,236,128,12.36931687685298
849,249,130,13.152946437965905
850,262,132,13.152946437965905
851,285,136,23.345235059857504
852,294,138,9.219544457292887
853,296,138,2.0
854,297,139,1.4142135623730951
855,292,136,5.830951894845301
856,None,None,0
857,143,118,150.08331019803634
858,153,120,10.198039027185569
859,165,122,12.165525060596439
860,177,124,12.165525060596439
861,190,126,13.152946437965905
862,202,128,12.165525060596439
863,228,133,26.476404589747453
864,241,135,13.152946437965905
865,253,137,12.165525060596439
866,266,139,13.152946437965905
867,277,141,11.180339887498949
868,295,144,18.24828759089466
869,296,145,1.4142135623730951
870,297,145,1.0
871,None,None,0
872,None,None,0
873,146,125,152.31874474272692
874,157,127,11.180339887498949
875,181,131,24.331050121192877
876,194,133,13.152946437965905
877,207,135,13.152946437965905
878,219,137,12.165525060596439
879,232,140,13.341664064126334
880,257,144,25.317977802344327
881,269,146,12.165525060596439
882,281,148,12.165525060596439
883,291,150,10.198039027185569
884,295,151,4.123105625617661
885,296,151,1.0
886,296,151,0.0
887,127,128,170.55790805471318
888,139,131,12.36931687685298
889,150,133,11.180339887498949
890,161,134,11.045361017187261
891,173,136,12.165525060596439
892,198,140,25.317977802344327
893,211,142,13.152946437965905
894,224,144,13.152946437965905
895,236,147,12.36931687685298
896,249,149,13.152946437965905
897,261,151,12.165525060596439
898,273,153,12.165525060596439
899,293,157,20.396078054371138
900,295,157,2.0
901,295,158,1.0
902,296,160,2.23606797749979
903,137,136,160.80111939908875
904,142,137,5.0990195135927845
905,153,139,11.180339887498949
906,165,141,12.165525060596439
907,177,143,12.165525060596439
908,189,145,12.165525060596439
909,215,149,26.30589287593181
910,228,152,13.341664064126334
911,240,154,12.165525060596439
912,252,156,12.165525060596439
913,265,158,13.152946437965905
914,276,160,11.180339887498949
915,287,162,11.180339887498949
916,294,164,7.280109889280518
917,295,164,1.0
918,None,None,0
919,None,None,0
920,134,143,162.36378906640482
921,157,147,23.345235059857504
922,169,149,12.165525060596439
923,181,150,12.041594578792296
924,193,152,12.165525060596439
925,206,154,13.152946437965905
926,219,157,13.341664064126334
927,244,161,25.317977802344327
928,256,164,12.36931687685298
929,268,166,12.165525060596439
930,280,168,12.165525060596439
931,290,170,10.198039027185569
932,293,170,3.0
933,294,171,1.4142135623730951
934,None,None,0
935,129,149,166.4602054546371
936,139,151,10.198039027185569
937,149,152,10.04987562112089
938,173,155,24.186773244895647
939,185,158,12.36931687685298
940,198,160,13.152946437965905
941,210,162,12.165525060596439
942,223,164,13.152946437965905
943,236,166,13.152946437965905
944,261,171,25.495097567963924
945,272,173,11.180339887498949
946,284,175,12.165525060596439
947,291,177,7.280109889280518
948,293,177,2.0
949,294,177,1.0
950,None,None,0
951,None,None,0
952,135,157,160.25292509030842
953,153,159,18.110770276274835
954,165,161,12.165525060596439
955,177,163,12.165525060596439
956,189,165,12.165525060596439
957,202,167,13.152946437965905
958,215,170,13.341664064126334
959,227,172,12.165525060596439
960,252,176,25.317977802344327
961,264,178,12.165525060596439
962,276,181,12.36931687685298
963,287,183,11.180339887498949
964,292,183,5.0
965,293,184,1.4142135623730951
966,None,None,0
967,124,162,170.42593699317015
968,134,163,10.04987562112089
969,146,165,12.165525060596439
970,157,167,11.180339887498949
971,169,169,12.165525060596439
972,181,170,12.041594578792296
973,193,172,12.165525060596439
974,219,177,26.476404589747453
975,231,179,12.165525060596439
976,244,181,13.152946437965905
977,256,184,12.36931687685298
978,268,186,12.165525060596439
979,280,188,12.165525060596439
980,289,190,9.219544457292887
981,292,191,3.1622776601683795
982,289,188,4.242640687119285
983,None,None,0
984,132,169,158.14550262337528
985,139,170,7.0710678118654755
986,149,172,10.198039027185569
987,173,176,24.331050121192877
988,185,178,12.165525060596439
989,198,180,13.152946437965905
990,210,182,12.165525060596439
991,223,185,13.341664064126334
992,236,187,13.152946437965905
993,248,189,12.165525060596439
994,260,191,12.165525060596439
995,283,196,23.53720459187964
996,290,197,7.0710678118654755
997,291,197,1.0
998,292,197,1.0
999,None,None,0
1000,None,None,0
1001,141,178,152.190669884852
1002,153,180,12.165525060596439
1003,165,182,12.165525060596439
1004,177,184,12.165525060596439
1005,189,185,12.041594578792296
1006,202,188,13.341664064126334
1007,214,190,12.165525060596439
1008,240,194,26.30589287593181
1009,252,197,12.36931687685298
1010,264,199,12.165525060596439
1011,276,201,12.165525060596439
1012,286,203,10.198039027185569
1013,290,204,4.123105625617661
1014,291,204,1.0
1015,None,None,0
1016,123,181,169.5670958647343
1017,134,184,11.40175425099138
1018,146,186,12.165525060596439
1019,157,187,11.045361017187261
1020,168,189,11.180339887498949
1021,181,191,13.152946437965905
1022,206,195,25.317977802344327
1023,219,198,13.341664064126334
1024,231,200,12.165525060596439
1025,244,202,13.152946437965905
1026,268,207,24.515301344262525
1027,279,209,11.180339887498949
1028,289,211,10.198039027185569
1029,290,211,1.0
1030,285,210,5.0990195135927845
1031,133,190,153.3101431738944
1032,138,190,5.0
1033,148,192,10.198039027185569
1034,172,197,24.515301344262525
1035,184,198,12.041594578792296
1036,197,200,13.152946437965905
1037,210,203,13.341664064126334
1038,223,205,13.152946437965905
1039,236,207,13.152946437965905
1040,248,210,12.36931687685298
1041,272,214,24.331050121192877
1042,282,216,10.198039027185569
1043,288,217,6.082762530298219
1044,289,218,1.4142135623730951
1045,290,218,1.0
1046,None,None,0
1047,None,None,0
1048,141,199,150.20652449211386
1049,153,200,12.041594578792296
1050,165,202,12.165525060596439
1051,176,203,11.045361017187261
1052,189,205,13.152946437965905
1053,202,208,13.341664064126334
1054,215,210,13.152946437965905
1055,240,215,25.495097567963924
1056,252,217,12.165525060596439
1057,264,219,12.165525060596439
1058,275,221,11.180339887498949
1059,285,223,10.198039027185569
1060,289,224,4.123105625617661
1061,289,224,0.0
1062,None,None,0
1063,124,202,166.4602054546371
1064,135,204,11.180339887498949
1065,145,206,10.198039027185569
1066,168,209,23.194827009486403
1067,180,210,12.041594578792296
1068,193,213,13.341664064126334
1069,207,215,14.142135623730951
1070,219,218,12.36931687685298
1071,231,220,12.165525060596439
1072,244,222,13.152946437965905
1073,268,227,24.515301344262525
1074,278,229,10.198039027185569
1075,286,231,8.246211251235321
1076,287,231,1.0
1077,288,231,1.0
1078,None,None,0
1079,None,None,0
1080,137,210,152.45327152934436
1081,149,213,12.36931687685298
1082,161,215,12.165525060596439
1083,171,216,10.04987562112089
1084,184,219,13.341664064126334
1085,198,221,14.142135623730951
1086,211,223,13.152946437965905
1087,235,228,24.515301344262525
1088,248,230,13.152946437965905
1089,260,232,12.165525060596439
1090,271,234,11.180339887498949
1091,281,236,10.198039027185569
1092,286,237,5.0990195135927845
1093,287,238,1.4142135623730951
1094,None,None,0
1095,119,216,169.43435306926398
1096,129,216,10.0
1097,141,219,12.36931687685298
1098,153,220,12.041594578792296
1099,165,222,12.165525060596439
1100,175,225,10.44030650891055
1101,188,227,13.152946437965905
1102,202,229,14.142135623730951
1103,227,233,25.317977802344327
1104,240,235,13.152946437965905
1105,252,237,12.165525060596439
1106,263,239,11.180339887498949
1107,275,242,12.36931687685298
1108,284,243,9.055385138137417
1109,286,244,2.23606797749979
1110,287,244,1.0
1111,None,None,0
1112,127,223,161.37224048763778
1113,135,224,8.06225774829855
1114,145,225,10.04987562112089
1115,156,227,11.180339887498949
1116,168,229,12.165525060596439
1117,180,232,12.36931687685298
1118,206,237,26.476404589747453
1119,218,238,12.041594578792296
1120,231,240,13.152946437965905
1121,244,242,13.152946437965905
1122,256,245,12.36931687685298
1123,267,247,11.180339887498949
1124,278,249,11.180339887498949
1125,284,250,6.082762530298219
1126,286,251,2.23606797749979
1127,None,None,0
1128,None,None,0
1129,129,230,158.39823231336896
1130,137,230,8.0
1131,149,233,12.36931687685298
1132,161,235,12.165525060596439
1133,172,237,11.180339887498949
1134,198,241,26.30589287593181
1135,210,243,12.165525060596439
1136,222,245,12.165525060596439
1137,235,247,13.152946437965905
1138,248,250,13.341664064126334
1139,259,252,11.180339887498949
1140,271,254,12.165525060596439
1141,280,256,9.219544457292887
1142,284,257,4.123105625617661
1143,286,257,2.0
1144,None,None,0
1145,119,234,168.57639217873896
1146,130,236,11.180339887498949
1147,141,238,11.180339887498949
1148,153,240,12.165525060596439
1149,164,241,11.045361017187261
1150,176,244,12.36931687685298
1151,202,248,26.30589287593181
1152,214,250,12.165525060596439
1153,226,252,12.165525060596439
1154,239,254,13.152946437965905
1155,251,256,12.165525060596439
1156,263,258,12.165525060596439
1157,274,261,11.40175425099138
1158,282,263,8.246211251235321
1159,285,263,3.0
1160,278,260,7.615773105863909
1161,None,None,0
1162,128,241,151.19854496654392
1163,134,242,6.082762530298219
1164,144,244,10.198039027185569
1165,157,246,13.152946437965905
1166,180,251,23.53720459187964
1167,193,252,13.038404810405298
1168,205,254,12.165525060596439
1169,218,257,13.341664064126334
1170,231,259,13.152946437965905
1171,243,261,12.165525060596439
1172,255,263,12.165525060596439
1173,277,267,22.360679774997898
1174,283,268,6.082762530298219
1175,284,268,1.0
1176,285,269,1.4142135623730951
1177,None,None,0
1178,None,None,0
1179,127,243,160.12495120998477
1180,149,246,22.20360331117452
1181,161,248,12.165525060596439
1182,172,250,11.180339887498949
1183,185,252,13.152946437965905
1184,197,254,12.165525060596439
1185,210,257,13.341664064126334
1186,222,258,12.041594578792296
1187,235,261,13.341664064126334
1188,259,265,24.331050121192877
1189,270,267,11.180339887498949
