Frame,Centroid_X,Centroid_Y,Movement (pixels)
254,159,122,0.0
255,159,122,0.0
256,159,123,1.0
257,159,122,1.0
258,159,122,0.0
259,159,122,0.0
260,159,123,1.0
261,159,123,0.0
262,159,122,1.0
263,159,123,1.0
264,159,123,0.0
265,159,122,1.0
266,159,122,0.0
267,159,122,0.0
268,159,123,1.0
269,159,122,1.0
270,159,122,0.0
271,159,122,0.0
272,159,122,0.0
273,159,122,0.0
274,159,122,0.0
275,159,122,0.0
276,159,122,0.0
277,159,122,0.0
278,159,123,1.0
279,159,122,1.0
280,159,122,0.0
281,159,123,1.0
282,159,122,1.0
283,159,122,0.0
284,159,122,0.0
285,159,122,0.0
286,159,122,0.0
287,159,123,1.0
288,159,122,1.0
289,159,122,0.0
290,159,122,0.0
291,159,123,1.0
292,159,122,1.0
293,159,123,1.0
294,159,122,1.0
295,159,122,0.0
296,159,122,0.0
297,159,123,1.0
298,159,123,0.0
299,159,122,1.0
300,159,122,0.0
301,159,122,0.0
302,159,122,0.0
303,159,122,0.0
304,159,122,0.0
305,159,122,0.0
306,159,122,0.0
307,159,123,1.0
308,159,122,1.0
309,159,122,0.0
310,159,122,0.0
311,159,122,0.0
312,159,122,0.0
313,159,122,0.0
314,159,122,0.0
315,159,122,0.0
316,159,123,1.0
317,159,122,1.0
318,159,122,0.0
319,159,123,1.0
320,159,122,1.0
321,159,122,0.0
322,159,122,0.0
323,159,122,0.0
324,159,122,0.0
325,159,123,1.0
326,159,122,1.0
327,159,122,0.0
328,159,122,0.0
329,159,123,1.0
330,159,122,1.0
331,159,122,0.0
332,159,122,0.0
333,159,123,1.0
334,159,122,1.0
335,159,122,0.0
336,159,123,1.0
337,159,122,1.0
338,159,122,0.0
339,159,123,1.0
340,159,122,1.0
341,159,122,0.0
342,159,122,0.0
343,159,122,0.0
344,159,122,0.0
345,159,122,0.0
346,159,122,0.0
347,159,122,0.0
348,159,122,0.0
349,159,122,0.0
350,159,122,0.0
351,159,122,0.0
352,159,122,0.0
353,159,122,0.0
354,159,122,0.0
355,159,122,0.0
356,159,122,0.0
357,159,122,0.0
358,159,122,0.0
359,159,122,0.0
360,159,122,0.0
361,159,122,0.0
362,159,122,0.0
363,159,122,0.0
364,159,122,0.0
365,159,122,0.0
366,159,122,0.0
367,159,122,0.0
368,159,123,1.0
369,159,123,0.0
370,159,123,0.0
371,159,122,1.0
372,159,122,0.0
373,159,122,0.0
374,159,122,0.0
375,159,122,0.0
376,159,123,1.0
377,159,122,1.0
378,159,123,1.0
379,159,122,1.0
380,159,122,0.0
381,159,122,0.0
382,159,122,0.0
383,159,122,0.0
384,159,123,1.0
385,159,122,1.0
386,159,123,1.0
387,159,123,0.0
388,159,122,1.0
389,159,122,0.0
390,159,122,0.0
391,159,122,0.0
392,159,122,0.0
393,159,123,1.0
394,159,123,0.0
395,159,123,0.0
396,159,122,1.0
397,159,123,1.0
398,159,122,1.0
399,159,122,0.0
400,159,122,0.0
401,159,122,0.0
402,159,123,1.0
403,159,123,0.0
404,159,122,1.0
405,159,122,0.0
406,159,123,1.0
407,159,122,1.0
408,159,123,1.0
409,159,122,1.0
410,159,122,0.0
411,159,122,0.0
412,159,122,0.0
413,159,123,1.0
414,159,122,1.0
415,159,122,0.0
416,159,122,0.0
417,159,122,0.0
418,159,122,0.0
419,159,122,0.0
420,159,123,1.0
421,159,122,1.0
422,159,122,0.0
423,159,122,0.0
424,159,123,1.0
425,159,123,0.0
426,159,122,1.0
427,159,122,0.0
428,159,123,1.0
429,159,122,1.0
430,159,122,0.0
431,159,123,1.0
432,159,122,1.0
433,159,123,1.0
434,159,123,0.0
435,159,122,1.0
436,159,122,0.0
437,159,122,0.0
438,159,122,0.0
439,159,122,0.0
440,159,123,1.0
441,159,122,1.0
442,159,122,0.0
443,159,122,0.0
444,159,123,1.0
445,159,122,1.0
446,159,122,0.0
447,159,123,1.0
448,159,122,1.0
449,159,122,0.0
450,159,122,0.0
451,159,123,1.0
452,159,122,1.0
453,159,122,0.0
454,159,122,0.0
455,159,122,0.0
456,159,122,0.0
457,159,122,0.0
458,159,122,0.0
459,159,122,0.0
460,159,122,0.0
461,159,122,0.0
462,159,123,1.0
463,159,122,1.0
464,159,122,0.0
465,159,122,0.0
466,159,122,0.0
467,159,122,0.0
468,159,122,0.0
469,159,122,0.0
470,159,123,1.0
471,159,122,1.0
472,159,122,0.0
473,159,122,0.0
474,159,123,1.0
475,159,122,1.0
476,159,122,0.0
477,159,123,1.0
478,159,122,1.0
479,159,122,0.0
480,159,122,0.0
481,159,122,0.0
482,159,122,0.0
483,159,123,1.0
484,159,122,1.0
485,159,123,1.0
486,159,122,1.0
487,159,123,1.0
488,159,122,1.0
489,159,123,1.0
490,159,122,1.0
491,159,123,1.0
492,159,122,1.0
493,159,122,0.0
494,159,122,0.0
495,159,122,0.0
496,159,122,0.0
497,159,122,0.0
498,159,122,0.0
499,159,122,0.0
500,159,122,0.0
501,159,122,0.0
502,159,122,0.0
503,159,122,0.0
504,159,122,0.0
505,159,122,0.0
506,159,123,1.0
507,159,123,0.0
508,159,122,1.0
509,159,122,0.0
510,159,122,0.0
511,159,122,0.0
512,159,122,0.0
513,159,122,0.0
514,159,122,0.0
515,159,122,0.0
516,159,122,0.0
517,159,122,0.0
518,159,122,0.0
519,159,122,0.0
520,159,122,0.0
521,159,123,1.0
522,159,122,1.0
523,159,122,0.0
524,159,122,0.0
525,159,122,0.0
526,159,122,0.0
527,159,122,0.0
528,159,123,1.0
529,159,122,1.0
530,159,122,0.0
531,159,123,1.0
532,159,122,1.0
533,159,122,0.0
534,159,123,1.0
535,159,122,1.0
536,159,123,1.0
537,159,123,0.0
538,159,122,1.0
539,159,122,0.0
540,159,122,0.0
541,159,122,0.0
542,159,122,0.0
543,159,122,0.0
544,159,122,0.0
545,159,122,0.0
546,159,122,0.0
547,159,122,0.0
548,159,122,0.0
549,159,123,1.0
550,159,122,1.0
551,159,122,0.0
552,159,122,0.0
553,159,123,1.0
554,159,122,1.0
555,159,122,0.0
556,159,122,0.0
557,159,122,0.0
558,159,122,0.0
559,159,122,0.0
560,159,122,0.0
561,159,122,0.0
562,159,122,0.0
563,159,122,0.0
564,159,122,0.0
565,159,122,0.0
566,159,122,0.0
567,159,122,0.0
568,159,122,0.0
569,159,123,1.0
570,159,122,1.0
571,159,122,0.0
572,159,122,0.0
573,159,122,0.0
574,159,122,0.0
575,159,122,0.0
576,159,122,0.0
577,159,122,0.0
578,159,122,0.0
579,159,122,0.0
580,159,122,0.0
581,159,122,0.0
582,159,122,0.0
583,159,123,1.0
584,159,122,1.0
585,159,123,1.0
586,159,122,1.0
587,159,122,0.0
588,159,122,0.0
589,159,122,0.0
590,159,122,0.0
591,159,122,0.0
592,159,122,0.0
593,159,122,0.0
594,159,123,1.0
595,159,122,1.0
596,159,122,0.0
597,159,122,0.0
598,159,122,0.0
599,159,122,0.0
600,159,123,1.0
601,159,123,0.0
602,159,123,0.0
603,159,122,1.0
604,159,122,0.0
605,159,122,0.0
606,159,122,0.0
607,159,123,1.0
608,159,122,1.0
609,159,122,0.0
610,159,122,0.0
611,159,122,0.0
612,159,122,0.0
613,159,122,0.0
614,159,122,0.0
615,159,122,0.0
616,159,122,0.0
617,159,122,0.0
618,159,122,0.0
619,159,122,0.0
620,159,122,0.0
621,159,122,0.0
622,159,123,1.0
623,159,122,1.0
624,159,122,0.0
625,159,123,1.0
626,159,123,0.0
627,159,122,1.0
628,159,122,0.0
629,159,122,0.0
630,159,122,0.0
631,159,122,0.0
632,159,123,1.0
633,159,122,1.0
634,159,122,0.0
635,159,122,0.0
636,159,122,0.0
637,159,122,0.0
638,159,122,0.0
639,159,122,0.0
640,159,122,0.0
641,159,122,0.0
642,159,122,0.0
643,159,122,0.0
644,159,122,0.0
645,159,122,0.0
646,159,122,0.0
647,159,122,0.0
648,159,122,0.0
649,159,122,0.0
650,159,122,0.0
651,159,122,0.0
652,159,123,1.0
653,159,122,1.0
654,159,123,1.0
655,159,122,1.0
656,159,122,0.0
657,159,123,1.0
658,159,123,0.0
659,159,123,0.0
660,159,122,1.0
661,159,122,0.0
662,159,122,0.0
663,159,122,0.0
664,159,122,0.0
665,159,123,1.0
666,159,122,1.0
667,159,122,0.0
668,159,122,0.0
669,159,122,0.0
670,159,122,0.0
671,159,122,0.0
672,159,123,1.0
673,159,122,1.0
674,159,122,0.0
675,159,122,0.0
676,159,122,0.0
677,159,122,0.0
678,159,122,0.0
679,159,123,1.0
680,159,122,1.0
681,159,122,0.0
682,159,123,1.0
683,159,122,1.0
684,159,123,1.0
685,159,122,1.0
686,159,122,0.0
687,159,122,0.0
688,159,123,1.0
689,159,123,0.0
690,159,122,1.0
691,159,122,0.0
692,159,122,0.0
693,159,122,0.0
694,159,122,0.0
695,159,122,0.0
696,159,122,0.0
697,159,122,0.0
698,159,123,1.0
699,159,122,1.0
700,159,122,0.0
701,159,123,1.0
702,159,122,1.0
703,159,122,0.0
704,159,122,0.0
705,159,122,0.0
706,159,122,0.0
707,159,122,0.0
708,159,122,0.0
709,159,122,0.0
710,159,122,0.0
711,159,122,0.0
712,159,123,1.0
